data/nyu2_train/living_room_0038_out/6.jpg,data/nyu2_train/living_room_0038_out/6.png
data/nyu2_train/living_room_0038_out/18.jpg,data/nyu2_train/living_room_0038_out/18.png
data/nyu2_train/living_room_0038_out/21.jpg,data/nyu2_train/living_room_0038_out/21.png
data/nyu2_train/living_room_0038_out/48.jpg,data/nyu2_train/living_room_0038_out/48.png
data/nyu2_train/living_room_0038_out/75.jpg,data/nyu2_train/living_room_0038_out/75.png
data/nyu2_train/living_room_0038_out/171.jpg,data/nyu2_train/living_room_0038_out/171.png
data/nyu2_train/living_room_0038_out/57.jpg,data/nyu2_train/living_room_0038_out/57.png
data/nyu2_train/living_room_0038_out/135.jpg,data/nyu2_train/living_room_0038_out/135.png
data/nyu2_train/living_room_0038_out/39.jpg,data/nyu2_train/living_room_0038_out/39.png
data/nyu2_train/living_room_0038_out/138.jpg,data/nyu2_train/living_room_0038_out/138.png
data/nyu2_train/living_room_0038_out/30.jpg,data/nyu2_train/living_room_0038_out/30.png
data/nyu2_train/living_room_0038_out/105.jpg,data/nyu2_train/living_room_0038_out/105.png
data/nyu2_train/living_room_0038_out/42.jpg,data/nyu2_train/living_room_0038_out/42.png
data/nyu2_train/living_room_0038_out/129.jpg,data/nyu2_train/living_room_0038_out/129.png
data/nyu2_train/living_room_0038_out/126.jpg,data/nyu2_train/living_room_0038_out/126.png
data/nyu2_train/living_room_0038_out/162.jpg,data/nyu2_train/living_room_0038_out/162.png
data/nyu2_train/living_room_0038_out/93.jpg,data/nyu2_train/living_room_0038_out/93.png
data/nyu2_train/living_room_0038_out/60.jpg,data/nyu2_train/living_room_0038_out/60.png
data/nyu2_train/living_room_0038_out/3.jpg,data/nyu2_train/living_room_0038_out/3.png
data/nyu2_train/living_room_0038_out/132.jpg,data/nyu2_train/living_room_0038_out/132.png
data/nyu2_train/living_room_0038_out/54.jpg,data/nyu2_train/living_room_0038_out/54.png
data/nyu2_train/living_room_0038_out/153.jpg,data/nyu2_train/living_room_0038_out/153.png
data/nyu2_train/living_room_0038_out/12.jpg,data/nyu2_train/living_room_0038_out/12.png
data/nyu2_train/living_room_0038_out/168.jpg,data/nyu2_train/living_room_0038_out/168.png
data/nyu2_train/living_room_0038_out/147.jpg,data/nyu2_train/living_room_0038_out/147.png
data/nyu2_train/living_room_0038_out/114.jpg,data/nyu2_train/living_room_0038_out/114.png
data/nyu2_train/living_room_0038_out/144.jpg,data/nyu2_train/living_room_0038_out/144.png
data/nyu2_train/living_room_0038_out/45.jpg,data/nyu2_train/living_room_0038_out/45.png
data/nyu2_train/living_room_0038_out/108.jpg,data/nyu2_train/living_room_0038_out/108.png
data/nyu2_train/living_room_0038_out/111.jpg,data/nyu2_train/living_room_0038_out/111.png
data/nyu2_train/living_room_0038_out/69.jpg,data/nyu2_train/living_room_0038_out/69.png
data/nyu2_train/living_room_0038_out/84.jpg,data/nyu2_train/living_room_0038_out/84.png
data/nyu2_train/living_room_0038_out/150.jpg,data/nyu2_train/living_room_0038_out/150.png
data/nyu2_train/living_room_0038_out/51.jpg,data/nyu2_train/living_room_0038_out/51.png
data/nyu2_train/living_room_0038_out/15.jpg,data/nyu2_train/living_room_0038_out/15.png
data/nyu2_train/living_room_0038_out/156.jpg,data/nyu2_train/living_room_0038_out/156.png
data/nyu2_train/living_room_0038_out/117.jpg,data/nyu2_train/living_room_0038_out/117.png
data/nyu2_train/living_room_0038_out/102.jpg,data/nyu2_train/living_room_0038_out/102.png
data/nyu2_train/living_room_0038_out/99.jpg,data/nyu2_train/living_room_0038_out/99.png
data/nyu2_train/living_room_0038_out/72.jpg,data/nyu2_train/living_room_0038_out/72.png
data/nyu2_train/living_room_0038_out/81.jpg,data/nyu2_train/living_room_0038_out/81.png
data/nyu2_train/living_room_0038_out/33.jpg,data/nyu2_train/living_room_0038_out/33.png
data/nyu2_train/living_room_0038_out/27.jpg,data/nyu2_train/living_room_0038_out/27.png
data/nyu2_train/living_room_0038_out/78.jpg,data/nyu2_train/living_room_0038_out/78.png
data/nyu2_train/living_room_0038_out/159.jpg,data/nyu2_train/living_room_0038_out/159.png
data/nyu2_train/living_room_0038_out/87.jpg,data/nyu2_train/living_room_0038_out/87.png
data/nyu2_train/living_room_0038_out/36.jpg,data/nyu2_train/living_room_0038_out/36.png
data/nyu2_train/living_room_0038_out/165.jpg,data/nyu2_train/living_room_0038_out/165.png
data/nyu2_train/living_room_0038_out/120.jpg,data/nyu2_train/living_room_0038_out/120.png
data/nyu2_train/living_room_0038_out/63.jpg,data/nyu2_train/living_room_0038_out/63.png
data/nyu2_train/living_room_0038_out/123.jpg,data/nyu2_train/living_room_0038_out/123.png
data/nyu2_train/living_room_0038_out/141.jpg,data/nyu2_train/living_room_0038_out/141.png
data/nyu2_train/living_room_0038_out/66.jpg,data/nyu2_train/living_room_0038_out/66.png
data/nyu2_train/living_room_0038_out/24.jpg,data/nyu2_train/living_room_0038_out/24.png
data/nyu2_train/living_room_0038_out/96.jpg,data/nyu2_train/living_room_0038_out/96.png
data/nyu2_train/living_room_0038_out/9.jpg,data/nyu2_train/living_room_0038_out/9.png
data/nyu2_train/living_room_0038_out/90.jpg,data/nyu2_train/living_room_0038_out/90.png
data/nyu2_train/bedroom_0047_out/6.jpg,data/nyu2_train/bedroom_0047_out/6.png
data/nyu2_train/bedroom_0047_out/18.jpg,data/nyu2_train/bedroom_0047_out/18.png
data/nyu2_train/bedroom_0047_out/21.jpg,data/nyu2_train/bedroom_0047_out/21.png
data/nyu2_train/bedroom_0047_out/48.jpg,data/nyu2_train/bedroom_0047_out/48.png
data/nyu2_train/bedroom_0047_out/75.jpg,data/nyu2_train/bedroom_0047_out/75.png
data/nyu2_train/bedroom_0047_out/57.jpg,data/nyu2_train/bedroom_0047_out/57.png
data/nyu2_train/bedroom_0047_out/39.jpg,data/nyu2_train/bedroom_0047_out/39.png
data/nyu2_train/bedroom_0047_out/30.jpg,data/nyu2_train/bedroom_0047_out/30.png
data/nyu2_train/bedroom_0047_out/42.jpg,data/nyu2_train/bedroom_0047_out/42.png
